event_date,event_timestamp,event_name,event_value_in_usd,user_id,user_pseudo_id,user_first_touch_timestamp,category,mobile_model_name,mobile_brand_name,operating_system,language,is_limited_ad_tracking,browser,browser_version,country,medium,name,traffic_source,platform,total_item_quantity,purchase_revenue_in_usd,refund_value_in_usd,shipping_value_in_usd,tax_value_in_usd,transaction_id,page_title,page_location,source,page_referrer,campaign
20201201,1606794656667985,page_view,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,Frequently Asked Questions,https://shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/,shop.googlemerchandisestore.com,,(referral)
20201211,1607656815386448,scroll,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,shop.googlemerchandisestore.com,,(referral)
20201209,1607491860362403,view_promotion,,,61008231.1453456647,1607491787111495,mobile,Pixel 3,Google,Web,zh,No,Chrome,87.0,Singapore,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/store.html,,,
20210107,1610020778756975,page_view,,,5877057.5800583762,1610020778756975,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20210115,1610699995908570,page_view,,,29612064.1827254131,1610699995908570,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20201104,1604456679858767,page_view,,,9121847.4582832760,1604456632993750,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Store search results,https://shop.googlemerchandisestore.com/asearch.html,,,
20201106,1604635479159653,page_view,,,57883074.8513476773,1604635434747443,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Russia,cpc,<Other>,google,WEB,,,,,,,Eco-Friendly | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/eco+friendly,shop.googlemerchandisestore.com,,(referral)
20210107,1610020779116222,scroll,,,5877057.5800583762,1610020778756975,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201212,1607797055087633,user_engagement,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,,,
20201118,1605711162979274,user_engagement,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Notebooks | Stationery | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Notebooks,shop.googlemerchandisestore.com,,(referral)
20201116,1605529331808293,user_engagement,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand,shop.googlemerchandisestore.com,,(referral)
20210106,1609964966122220,page_view,,,80784653.3996767069,1609964966122220,mobile,Pixel 3,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Dino Game Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,google,,<Other>
20201118,1605710912020183,user_engagement,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,googlemerchandisestore.com,,(referral)
20201216,1608160153305608,session_start,,,6389809.2423979889,1608160153305608,mobile,Pixel 3,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,,,
20201222,1608663237016887,scroll,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20210105,1609836845269246,add_to_cart,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,1,,,,,(not set),Sale | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Clearance,shop.googlemerchandisestore.com,,(referral)
20210128,1611813369116111,page_view,,,49675722.5712881558,1611813369116111,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,Partners,,Data Share Promo
20201217,1608230982549608,page_view,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,shop.googlemerchandisestore.com,,(referral)
20201112,1605152353018762,page_view,,,4216372.8010467205,1605152353018762,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,South Korea,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201211,1607656731031323,user_engagement,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Google Land & Sea Cotton Cap,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Cotton+Cap+LS,shop.googlemerchandisestore.com,,(referral)
20201217,1608231119727436,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Small Goods | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Small+Goods,shop.googlemerchandisestore.com,,(referral)
20201104,1604456674348371,user_engagement,,,9121847.4582832760,1604456632993750,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,googlemerchandisestore.com,,(referral)
20201201,1606795208215479,scroll,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20201116,1605529029627998,user_engagement,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/store.html?,(referral)
20201115,1605467425713727,page_view,,,73253902.8361837207,1605467407669784,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,,,
20201130,1606714986660710,user_engagement,,,18251922.9902100225,1606714975631524,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201112,1605145538577765,scroll,,,1073675.4185248044,1605145397139475,mobile,Pixel 4 XL,Google,Android,zh,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids?,(referral)
20210104,1609789122463905,first_visit,,,59652008.1242792901,1609789122463905,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,86.0,Spain,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201211,1607657030648745,user_engagement,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,,,
20210124,1611531879135831,view_item,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,shop.googlemerchandisestore.com,,(referral)
20201217,1608231265937387,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Campus Collection | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection,shop.googlemerchandisestore.com,,(referral)
20201214,1607929095686573,page_view,,,50849288.3541933620,1607929095686573,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Brazil,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201212,1607797035104689,user_engagement,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Campus Collection | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection,shop.googlemerchandisestore.com,,(referral)
20201104,1604456834688948,scroll,,,9121847.4582832760,1604456632993750,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Google | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Google,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/asearch.html?,(referral)
20210106,1609923008239285,view_item,,,68682949.7596328690,1609923003250846,mobile,Pixel 3,Google,Web,,No,Chrome,86.0,South Korea,cpc,<Other>,google,WEB,,,,,,(not set),Google Chrome Dinosaur Collectible,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Chrome+Dinosaur+Collectible,,,
20201105,1604542780354096,user_engagement,,,28922323.3516501120,1604542729521571,mobile,Pixel 4 XL,Google,Web,zh,No,Chrome,<Other>,Pakistan,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,shop.googlemerchandisestore.com,,(referral)
20210108,1610103383348058,page_view,,,3577555.9782934100,1610103318642746,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,<Other>,India,cpc,<Other>,google,WEB,,,,,,,New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,
20201116,1605529200530996,user_engagement,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Store search results,https://shop.googlemerchandisestore.com/asearch.html,,,
20210107,1610020796703076,user_engagement,,,5877057.5800583762,1610020778756975,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,googlemerchandisestore.com,,(referral)
20201214,1607912184230367,view_promotion,,,71934961.8102506801,1607912180933587,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Belgium,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20201210,1607570957171017,view_item,,,3776768.1904439853,1607570937682642,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,(not set),Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,,,
20201202,1606925324899186,user_engagement,,,57318675.2675376481,1606925080212968,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Lebanon,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/asearch.html?,(referral)
20201202,1606941633260272,add_to_cart,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,1,,,,,(not set),Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,,,
20201116,1605495219320394,page_view,,,11414768.9044705149,1605495156378014,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,Serbia,cpc,<Other>,google,WEB,,,,,,,Google | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Google,google,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Android?,<Other>
20201118,1605711074899094,scroll,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,shop.googlemerchandisestore.com,,(referral)
20201112,1605145449250775,scroll,,,1073675.4185248044,1605145397139475,mobile,Pixel 4 XL,Google,Android,zh,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Kids | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids,shop.googlemerchandisestore.com,,(referral)
20201217,1608231009224872,page_view,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Small Goods | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Small+Goods,shop.googlemerchandisestore.com,,(referral)
20201217,1608230927605062,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Inverted+Umbrella,,,
20201130,1606770330170264,session_start,,,6834253.2413673884,1606770330170264,mobile,Pixel 3,Google,Android,es-es,No,Chrome,87.0,China,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201112,1605149566476487,page_view,,,6385639.1974424064,1605149566476487,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,google,,<Other>
20201222,1608663118273708,user_engagement,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/myaccount.html?,(referral)
20201126,1606392957909922,first_visit,,,48717024.7464352167,1606392957909922,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201104,1604456643547966,view_promotion,,,9121847.4582832760,1604456632993750,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20210125,1611533263161337,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/basket.html?,(referral)
20210108,1610103318642746,page_view,,,3577555.9782934100,1610103318642746,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,<Other>,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20201116,1605495156378014,page_view,,,11414768.9044705149,1605495156378014,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,Serbia,cpc,<Other>,google,WEB,,,,,,,New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,google,,<Other>
20201130,1606777657717894,user_engagement,,,27236987.9559894322,1606777649032239,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201212,1607796987910495,view_item,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,,,
20210108,1610093727760333,page_view,,,63656791.0876825782,1610093691367543,mobile,Pixel 3,Google,Web,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Shopping Cart,https://shop.googlemerchandisestore.com/basket.html,,https://shop.googlemerchandisestore.com/store.html?,
20201202,1606941257304519,view_item,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Google Super G Tumbler (Red Lid),https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Super+G+Tumbler+Red+Lid,,https://shop.googlemerchandisestore.com/Google+Redesign/New?,
20201104,1604490929641647,session_start,,,3813523.4412473579,1604490929641647,mobile,Pixel 4 XL,Google,Web,zh,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Frequently Asked Questions,https://shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/,,,
20201222,1608662951760782,scroll,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20210127,1611785766586648,page_view,,,28418828.1593094975,1611785766586648,mobile,Pixel 3,Google,Web,,No,Android Webview,<Other>,United Kingdom,cpc,<Other>,google,WEB,,,,,,,YouTube | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,creatoracademy.youtube.com,,(referral)
20210105,1609836876294587,scroll,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Shopping Cart,https://shop.googlemerchandisestore.com/basket.html,,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel?,
20201105,1604536890444978,page_view,,,66831552.2082619079,1604536890444978,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Turkey,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://www.googlemerchandisestore.com/,google,,<Other>
20201210,1607621666018444,first_visit,,,59767144.6540641678,1607621666018444,mobile,Pixel 3,Google,Web,,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201116,1605529454180534,view_item,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/store.html,,,
20201209,1607491797418671,user_engagement,,,61008231.1453456647,1607491787111495,mobile,Pixel 3,Google,Web,zh,No,Chrome,87.0,Singapore,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,google,,<Other>
20210112,1610488860522707,page_view,,,56148676.3542552310,1610488860522707,mobile,Pixel 3,Google,Web,,No,Chrome,87.0,South Korea,cpc,<Other>,google,WEB,,,,,,,Google Dino Game Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,google,,<Other>
20201222,1608662862726557,page_view,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,,,
20201115,1605430699590658,first_visit,,,13445036.7517695097,1605430699590658,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201216,1608160153305608,first_visit,,,6389809.2423979889,1608160153305608,mobile,Pixel 3,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,,,
20210116,1610779693156335,first_visit,,,31908014.0005035587,1610779693156335,mobile,Pixel 3,Google,Web,en-gb,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201212,1607796987910495,scroll,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,,,
20201130,1606770330170264,first_visit,,,6834253.2413673884,1606770330170264,mobile,Pixel 3,Google,Android,es-es,No,Chrome,87.0,China,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201130,1606714975631524,session_start,,,18251922.9902100225,1606714975631524,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201202,1606941387155859,page_view,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google See-No Hear-No Set,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+See+no+hear+no+set,,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle?,
20201211,1607656646058379,select_item,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,1,,,,,(not set),Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,,,
20201210,1607560188230454,page_view,,,3642696.8102832709,1607560132717419,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201103,1604370922932045,page_view,,,9040771.0094247458,1604370922932045,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201210,1607620564196760,first_visit,,,23587901.7218848552,1607620564196760,mobile,Pixel 3,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,https://shop.googlemerchandisestore.com/store.html?,
20201130,1606777654853896,scroll,,,27236987.9559894322,1606777649032239,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20210124,1611531787109288,add_to_cart,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,1,,,,,(not set),Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201117,1605616379814513,page_view,,,33959184.9055732036,1605616379814513,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Hong Kong,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20210125,1611533259351878,page_view,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,,https://shop.googlemerchandisestore.com/basket.html?,
20201212,1607796975540680,user_engagement,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Dino Game Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,,,
20201116,1605528879539428,page_view,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/store.html?,(referral)
20201201,1606794759412992,scroll,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/store.html?,(referral)
20201105,1604542788735579,user_engagement,,,28922323.3516501120,1604542729521571,mobile,Pixel 4 XL,Google,Web,zh,No,Chrome,<Other>,Pakistan,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201115,1605467407669784,session_start,,,73253902.8361837207,1605467407669784,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,,,
20210108,1610103383348058,view_item,,,3577555.9782934100,1610103318642746,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,<Other>,India,cpc,<Other>,google,WEB,,,,,,(not set),New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,
20201217,1608230848665274,first_visit,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Inverted+Umbrella,,,
20201201,1606794651043476,user_engagement,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
